Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Deewana Mujh Sa Nahin,0101742,1990,Romance,Comedy,Drama,Hindi,Aamir Khan,Madhuri Dixit,Kushboo,NA,NA,NA,"Anita (Madhuri Dixit) is a model, and Ajay Sharma is a photographer, both work for the same agency. Ajay has fallen in love with Anita, and thinks that she is also in love with him. But Anita only takes him for a friend. She gets engaged to Vikram (Jainendra), and the marriage is to take place soon. Ajay still believes that Anita loves him, and he also starts making preparation for his marriage with Anita. Anita must now take appropriate steps to stop Ajay's obsession with her, before the matter gets out of hand.",5.7,984,https://www.imdb.com/title/tt0101742/
The Deceivers,0094979,1988,Adventure,Crime,Drama,English,Pierce Brosnan,Shashi Kapoor,Saeed Jaffrey,Letitzia Adam,Sunil Chhabra,Kishore Dang,"In 1825, India lives under fear. A mysterious religion's followers murder everyone that stands against their plans. When William Savage, a tax-collector of a British-Indian company, discovers the sect and decides to solve the mystery...",6.1,1000,https://www.imdb.com/title/tt0094979/
Daud,0400996,2002,Musical,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.imdb.com/title/tt0400996/
Guddi,0067164,1971,Drama,Comedy,Family,Hindi,Dharmendra,Jaya Bachchan,Sumita Sanyal,Ibrahim Mamoo,Ram Gopal Sharma,NA,"Kusum is a quiet and simple school girl who is crazy about Bollywood movies. She thinks that in movies real life related things are shown. She is crazy about a movie-star and actor ""Dharmendra"" and he is her real-life hero, she will give anything to be near him. Now, she is growing but still unable to differentiate between reality of life and movie. Such is her obsession with movies and Dharmendra that she is not willing to even consider marriage with anyone other than Dharmendra himself. A young boy is deeply in love with her but the girl does not even care about him because she love that star (Dharmendra) too much. In the movie, girl's mama (Uncle) takes the help of the movie star and shows her the reality of movie making. In the end, the girl gets the points and decides to get married to the boy.",7.2,1055,https://www.imdb.com/title/tt0067164/
Satyam Shivam Sundaram: Love Sublime,0078204,1978,Drama,Romance,NA,Hindi,Shashi Kapoor,Zeenat Aman,Kanhaiyalal Chaturvedi,Shankar Chougle,Suresh Sawant,NA,"Rupa (Zeenat Aman) grew up being cursed as ""unlucky"" in the village she was born in. Her mother died during childbirth. Then a kitchen accident leaves half her face disfigured. This is an artistic exploration of beauty and disfigurement, society's values and more importantly how a girl, teenager and a bride was treated during the times. Rajeev (Shashi Kapoor) the stereotype male engineer falls in love with the Rupa who has a divine singing voice, and the unscarred left cheek. When he sees the scarred cheek, after marriage, he heads off into a tizzy and continues nightly dalliance with his mistress - the beautiful cheek. Little does he realize that his wife and mistress are two faces of the same person.",7.1,1025,https://www.imdb.com/title/tt0078204/
Hyderabad Blues,0195814,1998,Comedy,Drama,Romance,English,Nagesh Kukunoor,Rajshri Nair,Vikram Inamdar,NA,NA,NA,NA,7.2,919,https://www.imdb.com/title/tt0195814/
Ramji Londonwaley,0476848,2005,Comedy,Drama,Family,Hindi,Madhavan,Samita Bangargi,Harsh Chhaya,Guy Manners,NA,NA,"Ramji Tiwari and his sister, Parvati, had their parents pass away at an early age. Ramji is a skilled cook, and is familiar with all aspects of vegetarian cooking. He arranges Parvati's marriage with the Mishra family, promises to pay a large sum of dowry, which he manages to get by promising to get married to a wealthy man's daughter.",6.7,1098,https://www.imdb.com/title/tt0476848/
Darr @ the Mall,3449320,2014,Horror,Thriller,NA,Hindi,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria,Yogesh Bansode,Apurva Bhagat,NA,"Asia's largest mall is ready for it's inauguration, however there is a myth surrounding the mall. There have been various accidental deaths in the mall and the owners are tired of stories about the mall being haunted. Vishnu is hired as the mall's chief of security and during the mall's inaugural party, must work to solve the mystery behind the supernatural occurrences before the death toll starts rising.",4.9,963,https://www.imdb.com/title/tt3449320/
OMG! Yeh Mera India,7431022,2016,Reality-TV,NA,NA,Hindi,Krishna Abhishek,Kunal Kapur,Remo D'Souza,NA,NA,NA,NA,7.8,75,https://www.imdb.com/title/tt7431022/
Do Aur Do Paanch,0080638,1980,Action,Comedy,Drama,Hindi,Shashi Kapoor,Amitabh Bachchan,Hema Malini,Rudhrappa,NA,NA,Sunil and Vijay are thieves albeit with good hearts and are enemies due to the fact that they always end up at the same time and place on thieving schedules which made them ending up fighting for the stolen loot each time. They also go in and out of prison often; together they both happen to end up at a school to abduct Bittoo Mathur the son of a multi-millionaire businessman in return for a hefty sum. Both places themselves as teachers and changes their names Sunil as Laxman and Vijay as Ram; this now open up a game between the two - with the winner being the one successfully abducting Bittoo.,7.0,988,https://www.imdb.com/title/tt0080638/
Hera Pheri,0073104,1976,Action,Comedy,Crime,Hindi,Saira Banu,Vinod Khanna,Amitabh Bachchan,Tahmini,NA,NA,"Best friends Vijay and Ajay sever their friendship when Vijay discovers that his father's murderer may be Ajay's own long-lost father, setting into motion a bloody saga of familial revenge that involves a maniacally insane mother, a bra-strap-obsessed serial rapist, and a motley assortment of badly disguised villains.",6.8,1020,https://www.imdb.com/title/tt0073104/
Pizza,3794302,2014,Horror,NA,NA,Hindi,Akshay Oberoi,Parvathy Omanakuttan,Arunoday Singh,Sunil Dimble,Manasi Jage,Vinay Kumar,NA,6.3,1206,https://www.imdb.com/title/tt3794302/
War Chhod Na Yaar,3129282,2013,Comedy,War,NA,Hindi,Sharman Joshi,Soha Ali Khan,Javed Jaffrey,Taj Ali Naqvi,Vilay Shanker,Ranjit Singh,"It is M*A*S*H comes to India and meets bollywood. A situational/satirical comedy, full of funny dialogues and tries to show a new side of war. Starring Javed Jafferi and Sharman Joshi in what they do best: comedy. Javed Jafferi and Sharman Joshi are having a fun time as army captains of Pakistan and India respectively until someone declares a war. Lets see what happens in this war.",5.4,960,https://www.imdb.com/title/tt3129282/
Kurukshetra,0255309,2000,Action,Crime,Drama,Hindi,Sanjay Dutt,Mahima Chaudhry,Om Puri,NA,NA,NA,"Kurukshetra is a story of war between evil and truth. The D.S.P Prithvi Raj Singh(Sanjay Dutt) is an honest and brave police officer.All dishonest police officers , rogues, criminals and corrupt politicians are scared of him. The day he joins duty in Mumbai city, he destroys all the illegal business of Iqbal Pasina(Mukesh Rishi). From that day onwards, Iqbal Pasina starts admiring DSP Prithvi Raj Singh.Prithvi Raj Singh with his wife, Anjali (Mahima Chaudhary) and sister, Aarti is living a happy life. Aarti is in love with Sub-Inspector Avinash. Anjali is sad because she lost her ""Prithvi"" who used to love her. ""D.S.P Prithvi"" is a totally different man, a man of law and duties. She lost her lover behind the uniform. One day C.M. Babu Rao Deshmukh's son Ambar and his friend Rohit, traps a girl called Gita in a hotel room and both of them rape her. This brutal incident evokes into the battle of ""Kurukshetra"". The battle is fought between the C.M.Babu Rao Deshmukh and D.S.P Prithvi Raj Singh. The C.M. Babu Rao Deshmukh has money,power and government infrastructure and on the other side, D.S.P Prithvi Raj Singh gets the support from opposition leader Sambhaji Yadav, Iqbal Pasina and their families. In this battle of crime and justice, who wins the battle and who loses? This is ""Kurukshetra"".",6.1,1032,https://www.imdb.com/title/tt0255309/
Aloo Chaat,1305840,2009,Comedy,Drama,Romance,Hindi,Aftab Shivdasani,Aamna Sharif,Linda Arsenio,NA,NA,NA,"Story focuses on a US return guy Nikhil who is in love with a Muslim girl Aamna (Aamna Shariff). To convince his orthodox Hindu family which a strictly against a Muslim girl Nikhil plots a drama with the help of his uncle Hakeem Tarachand and hires a girl Nikki to play his girlfriend from US while Aamna plays her friend. While both the girls stays at Nikhil's place Aamna tries to win the heart of Nikhil's family with of course Nikhil trying to highlight the misbehaviors of Nikki and cultured behavior of Aamna to change his family's perception. Nikhil, Aamna and Nikki have to face a lot of twist & turns, and with Nikhil's mama Chaddami at their back it won't be easy for the trio to accomplish their mission",5.8,928,https://www.imdb.com/title/tt1305840/
Ek Ladka Ek Ladki,0291883,1992,Comedy,Romance,NA,Hindi,Salman Khan,Neelam Kothari,Anupam Kher,K.S. Rangachar,NA,NA,"After the death of her parents U.S. based Renu is called to India by her estate's lawyer to sign the necessary documents so that she can be the legal owner of her deceased parents' assets and the estate. Upon arrival there she find that the estate is manage by her uncle Bhagwati Prasad, his wife, assisted by his brother-in-law Mudkaate. For years Bhagwati has been embezzling the business money to meet his personal needs thus when the lawyer instructs Renu to scrutinize the accounts she finds 15 lakh rupees missing. As he cannot account for this he decides to sabotage parts from a speed boat and give it to her; a spoil and rude Renu accept to ride in it without knowing that she is heading for her dead. Fortunately for her she manages to survive albeit losing her memory; she then find herself in the care of a young bachelor Raja who has the responsibility of taking care of his 3 nephews. Meanwhile Bhagwati is all set to take over the estate when the lawyer informs him that the court has freeze all the cash, bank accounts and assets until such time Renu or her body is located. Time passes with Bhagwati informing his men to man-hunt for her; eventually luck favors him one day when he find out that she is still alive - Bhagwati then plan to murder her once again and this time he wants to utilize every resource to make sure she is dead.",5.7,1123,https://www.imdb.com/title/tt0291883/
